Ano,Mês,Posição,Música,Artista,Gênero
2006,Abril,1,Quando a Chuva Passar,Ivete Sangalo,Axé
2006,Abril,2,Ela Só Pensa em Beijar,MC Leozinho,Funk
2006,Abril,3,Me Namora,Edu Ribeiro & Cativeiro,Reggae / Pop
2006,Abril,4,Desenho de Deus,Armandinho,Reggae
2006,Abril,5,You're Beautiful,James Blunt,Pop Rock
2006,Abril,6,Because Of You,Kelly Clarkson,Pop
2006,Abril,7,A Tarde,CPM 22,Rock
2006,Abril,8,Fui eu,Zezé Di Camargo & Luciano,Sertanejo
2006,Abril,9,Deixaria Tudo,Leonardo,Sertanejo
2006,Abril,10,Dormi na Praça,Bruno & Marrone,Sertanejo
2006,Maio,1,Desenho de Deus,Armandinho,Reggae
2006,Maio,2,Quando a Chuva Passar,Ivete Sangalo,Axé
2006,Maio,3,Ela Só Pensa em Beijar,MC Leozinho,Funk
2006,Maio,4,Me Namora,Edu Ribeiro & Cativeiro,Reggae / Pop
2006,Maio,5,Fui eu,Zezé Di Camargo & Luciano,Sertanejo
2006,Maio,6,Deixaria Tudo,Leonardo,Sertanejo
2006,Maio,7,Dormi na Praça,Bruno & Marrone,Sertanejo
2006,Maio,8,Deixa a Vida Me Levar,Zeca Pagodinho,Samba
2006,Maio,9,Abalou,Ivete Sangalo,Axé
2006,Maio,10,Se Quiser,Tânia Mara,Pop
2006,Junho,1,Desenho de Deus,Armandinho,Reggae
2006,Junho,2,Abalou,Ivete Sangalo,Axé
2006,Junho,3,Se Quiser,Tânia Mara,Pop
2006,Junho,4,Hips Don't Lie,Shakira part. Wyclef Jean,Pop Latino
2006,Junho,5,Fui eu,Zezé Di Camargo & Luciano,Sertanejo
2006,Junho,6,Deixaria Tudo,Leonardo,Sertanejo
2006,Junho,7,Dormi na Praça,Bruno & Marrone,Sertanejo
2006,Junho,8,Deixa a Vida Me Levar,Zeca Pagodinho,Samba
2006,Junho,9,A Tarde,CPM 22,Rock
2006,Junho,10,Ela Vai Voltar,Charlie Brown Jr.,Rock
2006,Julho,1,Desenho de Deus,Armandinho,Reggae
2006,Julho,2,Hips Don't Lie,Shakira part. Wyclef Jean,Pop Latino
2006,Julho,3,Abalou,Ivete Sangalo,Axé
2006,Julho,4,Se Quiser,Tânia Mara,Pop
2006,Julho,5,Ela Vai Voltar,Charlie Brown Jr.,Rock
2006,Julho,6,Qual é?,Marcelo D2,Hip-Hop
2006,Julho,7,Memórias,Pitty,Rock
2006,Julho,8,O Sol,Jota Quest,Pop Rock
2006,Julho,9,"Ai, Ai, Ai...",Vanessa da Mata,MPB
2006,Julho,10,Vou Te Levar Comigo,Biquini Cavadão,Pop Rock
2006,Agosto,1,Desenho de Deus,Armandinho,Reggae
2006,Agosto,2,Hips Don't Lie,Shakira part. Wyclef Jean,Pop Latino
2006,Agosto,3,Qual é?,Marcelo D2,Hip-Hop
2006,Agosto,4,"Ai, Ai, Ai...",Vanessa da Mata,MPB
2006,Agosto,5,Memórias,Pitty,Rock
2006,Agosto,6,Vou Te Levar Comigo,Biquini Cavadão,Pop Rock
2006,Agosto,7,A Tarde,CPM 22,Rock
2006,Agosto,8,O Sol,Jota Quest,Pop Rock
2006,Agosto,9,Eu Vou Estar,Capital Inicial,Rock
2006,Agosto,10,Enquanto Houver Sol,Titãs,Rock
2006,Setembro,1,Desenho de Deus,Armandinho,Reggae
2006,Setembro,2,Hips Don't Lie,Shakira part. Wyclef Jean,Pop Latino
2006,Setembro,3,"Ai, Ai, Ai...",Vanessa da Mata,MPB
2006,Setembro,4,Qual é?,Marcelo D2,Hip-Hop
2006,Setembro,5,Memórias,Pitty,Rock
2006,Setembro,6,Eu Vou Estar,Capital Inicial,Rock
2006,Setembro,7,Enquanto Houver Sol,Titãs,Rock
2006,Setembro,8,Eu Sei,Papas da Língua,Pop Rock
2006,Setembro,9,Se Quiser,Tânia Mara,Pop
2006,Setembro,10,Pra Não Morrer de Amor,Bruno & Marrone,Sertanejo
2006,Outubro,1,Eu Sei,Papas da Língua,Pop Rock
2006,Outubro,2,Se Quiser,Tânia Mara,Pop
2006,Outubro,3,Pra Não Morrer de Amor,Bruno & Marrone,Sertanejo
2006,Outubro,4,"Ai, Ai, Ai...",Vanessa da Mata,MPB
2006,Outubro,5,Hips Don't Lie,Shakira part. Wyclef Jean,Pop Latino
2006,Outubro,6,Desenho de Deus,Armandinho,Reggae
2006,Outubro,7,Memórias,Pitty,Rock
2006,Outubro,8,Eu Vou Estar,Capital Inicial,Rock
2006,Outubro,9,Enquanto Houver Sol,Titãs,Rock
2006,Outubro,10,Promiscuous,Nelly Furtado part. Timbaland,Pop / R&B
2006,Novembro,1,Eu Sei,Papas da Língua,Pop Rock
2006,Novembro,2,Se Quiser,Tânia Mara,Pop
2006,Novembro,3,Pra Não Morrer de Amor,Bruno & Marrone,Sertanejo
2006,Novembro,4,Promiscuous,Nelly Furtado part. Timbaland,Pop / R&B
2006,Novembro,5,Irreplaceable,Beyoncé,R&B / Pop
2006,Novembro,6,Smack That,Akon part. Eminem,R&B / Hip-Hop
2006,Novembro,7,My Love,Justin Timberlake part. T.I.,R&B / Pop
2006,Novembro,8,Buttons,Pussycat Dolls part. Snoop Dogg,Pop / R&B
2006,Novembro,9,Fergalicious,Fergie,Pop / Hip-Hop
2006,Novembro,10,"Too Little, Too Late",JoJo,Pop
2006,Dezembro,1,Eu Sei,Papas da Língua,Pop Rock
2006,Dezembro,2,Se Quiser,Tânia Mara,Pop
2006,Dezembro,3,Pra Não Morrer de Amor,Bruno & Marrone,Sertanejo
2006,Dezembro,4,Irreplaceable,Beyoncé,R&B / Pop
2006,Dezembro,5,Smack That,Akon part. Eminem,R&B / Hip-Hop
2006,Dezembro,6,My Love,Justin Timberlake part. T.I.,R&B / Pop
2006,Dezembro,7,"Too Little, Too Late",JoJo,Pop
2006,Dezembro,8,Buttons,Pussycat Dolls part. Snoop Dogg,Pop / R&B
2006,Dezembro,9,Fergalicious,Fergie,Pop / Hip-Hop
2006,Dezembro,10,Boa Sorte / Good Luck,Vanessa da Mata part. Ben Harper,MPB / Pop
2004,Janeiro,,Vou Deixar,Skank,Pop Rock Nacional
2004,Fevereiro,,Você Me Vira a Cabeça,Alcione,Samba
2004,Março,,Vou Deixar,Skank,Pop Rock Nacional
2004,Abril,,Equalize,Pitty,Rock Nacional
2004,Maio,,Flor do Reggae,Ivete Sangalo,Axé
2004,Junho,,Encontros e Despedidas,Maria Rita,MPB
2004,Julho,,O Nosso Amor é Ouro,Zezé di Camargo & Luciano,Sertanejo
2004,Agosto,,This Love,Maroon 5,Pop Internacional
2004,Setembro,,Deixa,Bruno & Marrone,Sertanejo
2004,Outubro,,Você Sempre Será,Marjorie Estiano,Pop Rock Nacional
2004,Novembro,,Sinônimo,Chitãozinho & Xororó ft. Zé Ramalho,Sertanejo/MPB
2004,Dezembro,,Festa no Apê,Latino,Pop Funk
2005,Janeiro,1,Choram as Rosas,Bruno & Marrone,Sertanejo
2005,Janeiro,2,Fui Eu,Zezé Di Camargo & Luciano,Sertanejo
2005,Janeiro,3,Vamos Fugir,Skank,Pop Rock / Reggae
2005,Janeiro,4,Você Sempre Será,Marjorie Estiano,Pop Rock
2005,Janeiro,5,She Will Be Loved,Maroon 5,Pop Rock
2005,Janeiro,6,Numb / Encore,Jay-Z & Linkin Park,Rock / Hip-Hop
2005,Janeiro,7,My Boo,Usher & Alicia Keys,R&B
2005,Janeiro,8,Boulevard Of Broken Dreams,Green Day,Rock
2005,Janeiro,9,Semana Que Vem,Pitty,Rock
2005,Janeiro,10,Mar de Gente,O Rappa,Rock
2005,Fevereiro,1,Choram as Rosas,Bruno & Marrone,Sertanejo
2005,Fevereiro,2,Vamos Fugir,Skank,Pop Rock / Reggae
2005,Fevereiro,3,Fui Eu,Zezé Di Camargo & Luciano,Sertanejo
2005,Fevereiro,4,Você Sempre Será,Marjorie Estiano,Pop Rock
2005,Fevereiro,5,Boulevard Of Broken Dreams,Green Day,Rock
2005,Fevereiro,6,Numb / Encore,Jay-Z & Linkin Park,Rock / Hip-Hop
2005,Fevereiro,7,My Boo,Usher & Alicia Keys,R&B
2005,Fevereiro,8,Semana Que Vem,Pitty,Rock
2005,Fevereiro,9,Somebody Told Me,The Killers,Rock
2005,Fevereiro,10,Irreversível,CPM 22,Rock
2005,Março,1,Choram as Rosas,Bruno & Marrone,Sertanejo
2005,Março,2,Vamos Fugir,Skank,Pop Rock / Reggae
2005,Março,3,Fui Eu,Zezé Di Camargo & Luciano,Sertanejo
2005,Março,4,Você Sempre Será,Marjorie Estiano,Pop Rock
2005,Março,5,Boulevard Of Broken Dreams,Green Day,Rock
2005,Março,6,Um Minuto Para o Fim do Mundo,CPM 22,Rock
2005,Março,7,Somebody Told Me,The Killers,Rock
2005,Março,8,Speed Of Sound,Coldplay,Rock
2005,Março,9,Candy Shop,50 Cent part. Olivia,Hip-Hop
2005,Março,10,Hold You Down,Jennifer Lopez part. Fat Joe,R&B / Hip-Hop
2005,Abril,1,Fui Eu,Zezé Di Camargo & Luciano,Sertanejo
2005,Abril,2,Choram as Rosas,Bruno & Marrone,Sertanejo
2005,Abril,3,Vamos Fugir,Skank,Pop Rock / Reggae
2005,Abril,4,Você Sempre Será,Marjorie Estiano,Pop Rock
2005,Abril,5,Um Minuto Para o Fim do Mundo,CPM 22,Rock
2005,Abril,6,Speed Of Sound,Coldplay,Rock
2005,Abril,7,Candy Shop,50 Cent part. Olivia,Hip-Hop
2005,Abril,8,We Belong Together,Mariah Carey,R&B / Pop
2005,Abril,9,Hey Oh,Tragedie,Pop / R&B
2005,Abril,10,Tâmo Aí na Atividade,Charlie Brown Jr.,Rock
2005,Maio,1,Fui Eu,Zezé Di Camargo & Luciano,Sertanejo
2005,Maio,2,Festa no Apê,Latino,Pop
2005,Maio,3,Quer Casar Comigo?,Bruno & Marrone,Sertanejo
2005,Maio,4,Você Sempre Será,Marjorie Estiano,Pop Rock
2005,Maio,5,We Belong Together,Mariah Carey,R&B / Pop
2005,Maio,6,Lonely,Akon,R&B / Hip-Hop
2005,Maio,7,Incomplete,Backstreet Boys,Pop
2005,Maio,8,Welcome To My Life,Simple Plan,Pop Punk
2005,Maio,9,Eu Quero Sempre Mais,Ira! & Pitty,Rock
2005,Maio,10,Peito Aberto,Kid Abelha,Pop Rock
2005,Junho,1,Festa no Apê,Latino,Pop
2005,Junho,2,Fui Eu,Zezé Di Camargo & Luciano,Sertanejo
2005,Junho,3,Quer Casar Comigo?,Bruno & Marrone,Sertanejo
2005,Junho,4,Lonely,Akon,R&B / Hip-Hop
2005,Junho,5,We Belong Together,Mariah Carey,R&B / Pop
2005,Junho,6,Incomplete,Backstreet Boys,Pop
2005,Junho,7,Eu Quero Sempre Mais,Ira! & Pitty,Rock
2005,Junho,8,Peito Aberto,Kid Abelha,Pop Rock
2005,Junho,9,Don't Lie,Black Eyed Peas,Hip-Hop / Pop
2005,Junho,10,Renata,Tihuana,Rock
2005,Julho,1,Festa no Apê,Latino,Pop
2005,Julho,2,Quer Casar Comigo?,Bruno & Marrone,Sertanejo
2005,Julho,3,Lonely,Akon,R&B / Hip-Hop
2005,Julho,4,Don't Lie,Black Eyed Peas,Hip-Hop / Pop
2005,Julho,5,Fui Eu,Zezé Di Camargo & Luciano,Sertanejo
2005,Julho,6,Os Amantes,Daniel,Sertanejo
2005,Julho,7,É Amor Demais,Edson & Hudson,Sertanejo
2005,Julho,8,Cadê Meu Amor?,Zeca Pagodinho,Samba
2005,Julho,9,Sinônimos,Chitãozinho & Xororó part. Zé Ramalho,Sertanejo
2005,Julho,10,Me Olha nos Olhos,Sorriso Maroto,Pagode
2005,Agosto,1,Festa no Apê,Latino,Pop
2005,Agosto,2,Os Amantes,Daniel,Sertanejo
2005,Agosto,3,É Amor Demais,Edson & Hudson,Sertanejo
2005,Agosto,4,Cadê Meu Amor?,Zeca Pagodinho,Samba
2005,Agosto,5,Inevitável,Bruno & Marrone,Sertanejo
2005,Agosto,6,Me Olha nos Olhos,Sorriso Maroto,Pagode
2005,Agosto,7,Céu da Boca,Ivete Sangalo & Gilberto Gil,Axé
2005,Agosto,8,Já Tentei,Exaltasamba,Pagode
2005,Agosto,9,"Amor, Amor",Wanessa Camargo,Pop
2005,Agosto,10,Renata,Latino,Pop
2005,Setembro,1,Coração,Rapazolla,Axé
2005,Setembro,2,Festa no Apê,Latino,Pop
2005,Setembro,3,Os Amantes,Daniel,Sertanejo
2005,Setembro,4,É Amor Demais,Edson & Hudson,Sertanejo
2005,Setembro,5,Inevitável,Bruno & Marrone,Sertanejo
2005,Setembro,6,Céu da Boca,Ivete Sangalo & Gilberto Gil,Axé
2005,Setembro,7,Já Tentei,Exaltasamba,Pagode
2005,Setembro,8,"Amor, Amor",Wanessa Camargo,Pop
2005,Setembro,9,Sere Nere,Liah & Tiziano Ferro,Pop
2005,Setembro,10,Tira Ela de Mim,Alexandre Pires,Pagode
2005,Outubro,1,Coração,Rapazolla,Axé
2005,Outubro,2,A Volta,Roberto Carlos,MPB / Romântico
2005,Outubro,3,Como Vai Você?,Zezé Di Camargo & Luciano com Antônio Marcos,Sertanejo
2005,Outubro,4,Desatino,Daniel,Sertanejo
2005,Outubro,5,Eu Amo,Zezé Di Camargo & Luciano,Sertanejo
2005,Outubro,6,Magia e Mistério,Guilherme & Santiago,Sertanejo
2005,Outubro,7,Altas Horas,Revelação,Pagode
2005,Outubro,8,A Desconhecida,Leonardo,Sertanejo
2005,Outubro,9,Por Quê?,Swing & Simpatia,Pagode
2005,Outubro,10,A Lua Me Traiu,Banda Calypso,Calypso
2005,Novembro,1,A Volta,Roberto Carlos,MPB / Romântico
2005,Novembro,2,Como Vai Você?,Zezé Di Camargo & Luciano com Antônio Marcos,Sertanejo
2005,Novembro,3,Meu Mel,Leonardo,Sertanejo
2005,Novembro,4,Por que Choras?,Bruno & Marrone com Banda Calypso,Sertanejo / Calypso
2005,Novembro,5,Se,Fábio Jr.,Pop
2005,Novembro,6,Doce Desejo,Babado Novo,Axé
2005,Novembro,7,Pareço um Menino,Leonardo,Sertanejo
2005,Novembro,8,Um Anjo,KLB,Pop
2005,Novembro,9,Sou a Barbie Girl,Kelly Key,Pop
2005,Novembro,10,Ao Sentir o Amor,Alexandre Pires part. Fat Family,Pagode
2005,Dezembro,1,A Volta,Roberto Carlos,MPB / Romântico
2005,Dezembro,2,Como Vai Você?,Zezé Di Camargo & Luciano com Antônio Marcos,Sertanejo
2005,Dezembro,3,Meu Mel,Leonardo,Sertanejo
2005,Dezembro,4,Por que Choras?,Bruno & Marrone com Banda Calypso,Sertanejo / Calypso
2005,Dezembro,5,Se,Fábio Jr.,Pop
2005,Dezembro,6,Doce Desejo,Babado Novo,Axé
2005,Dezembro,7,Pareço um Menino,Leonardo,Sertanejo
2005,Dezembro,8,Um Anjo,KLB,Pop
2005,Dezembro,9,Sou a Barbie Girl,Kelly Key,Pop
2005,Dezembro,10,Ao Sentir o Amor,Alexandre Pires part. Fat Family,Pagode
2003,Janeiro,,Já Sei Namorar,Tribalistas,MPB/Pop Alternativo
2003,Fevereiro,,Amor Maior,Jota Quest,Pop Rock Nacional
2003,Março,,Velha Infância,Tribalistas,MPB/Pop Alternativo
2003,Abril,,Velha Infância,Tribalistas,MPB/Pop Alternativo
2003,Maio,,Tô Nem Aí,Luka,Pop
2003,Junho,,Tô Nem Aí,Luka,Pop
2003,Julho,,Ligação Urbana,Bruno & Marrone,Sertanejo
2003,Agosto,,Mais Uma Vez,Renato Russo,Rock Nacional
2003,Setembro,,Vou Deixar,Skank,Pop Rock Nacional
2003,Outubro,,Sorte Grande (Poeira),Ivete Sangalo,Axé
2003,Novembro,,Enquanto Houver Sol,Titãs,Pop Rock Nacional
2003,Dezembro,,Amor e Sexo,Rita Lee,Rock/MPB
2002,Janeiro,,Festa,Ivete Sangalo,Axé
2002,Fevereiro,,Carla,LS Jack,Pop Rock Nacional
2002,Março,,Epitáfio,Titãs,Rock Nacional
2002,Abril,,Baba,Kelly Key,Pop
2002,Maio,,Love Never Fails,Sandy & Júnior,Pop
2002,Junho,,Deixa a Vida Me Levar,Zeca Pagodinho,Samba
2002,Julho,,Festa,Ivete Sangalo,Axé
2002,Agosto,,Toque de Mágica,Pedro & Thiago,Sertanejo
2002,Setembro,,Distância,Os Travessos,Pagode
2002,Outubro,,Já Sei Namorar,Tribalistas,MPB/Pop Alternativo
2002,Novembro,,Já Sei Namorar,Tribalistas,MPB/Pop Alternativo
2002,Dezembro,,Já Sei Namorar,Tribalistas,MPB/Pop Alternativo
2001,Janeiro,,Love by Grace,Lara Fabian,Pop Internacional
2001,Fevereiro,,A Lua Que Eu Te Dei,Ivete Sangalo,Axé
2001,Março,,It Wasn't Me,Shaggy ft. RikRok,Reggae Pop
2001,Abril,,A Cera (...Me Pirou o Cabeção),O Surto,Rock Nacional
2001,Maio,,Thank You,Dido,Pop Internacional
2001,Junho,,Malandragem (Acústico),Cássia Eller,Rock/MPB
2001,Julho,,O Segundo Sol (Acústico),Cássia Eller,Rock/MPB
2001,Agosto,,Devolva-me,Adriana Calcanhotto,MPB
2001,Setembro,,Balada do Amor Inabalável,Skank,Pop Rock Nacional
2001,Outubro,,A Miragem,Marcus Viana,Trilha Sonora/Instrumental
2001,Novembro,,All for Love,Michael Bolton,Pop Internacional
2001,Dezembro,,Festa,Ivete Sangalo,Axé
2000,Janeiro,,Anna Júlia,Los Hermanos,Rock Alternativo
2000,Fevereiro,,Morango do Nordeste,Karametade,Pagode
2000,Março,,Tô Te Filmando (Sorria),Os Travessos,Pagode
2000,Abril,,Deixaria Tudo,Leonardo,Sertanejo
2000,Maio,,Smooth,Santana ft. Rob Thomas,Rock Internacional
2000,Junho,,A Dor Desse Amor,KLB,Pop Adolescente
2000,Julho,,Como Vai Você,Daniela Mercury,MPB
2000,Agosto,,Spanish Guitar,Toni Braxton,Pop Internacional
2000,Setembro,,Ela Não Está Aqui,KLB,Pop Adolescente
2000,Outubro,,Love by Grace,Lara Fabian,Pop Internacional
2000,Novembro,,Alô,Chitãozinho & Xororó,Sertanejo
2000,Dezembro,,Estou em Suas Mãos,KLB,Pop Adolescente
